BioGRID Interaction ID,Entrez Gene Interactor A,Entrez Gene Interactor B,BioGRID ID Interactor A,BioGRID ID Interactor B,Systematic Name Interactor A,Systematic Name Interactor B,Official Symbol Interactor A,Official Symbol Interactor B,Synonyms Interactor A,Synonyms Interactor B,Experimental System,Experimental System Type,Author,Pubmed ID,Organism Interactor A,Organism Interactor B,Throughput,Score,Modification,Phenotypes,Qualifications,Tags,Source Database
2745754,729240,729250,609643,609653,-,-,PRR20C,PRR20E,-,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
260101,5001,23594,111043,117129,-,-,ORC5,ORC6,ORC5L|ORC5P|ORC5T|PPP1R117,ORC6L,Two-hybrid,physical,Kneissl M (2003),12614612,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
2974406,23376,10189,116953,115486,RP3-393D12.1,-,UFL1,ALYREF,KIAA0776|Maxer|NLBP|RCAD,ALY|ALY/REF|BEF|REF|THOC4,Affinity Capture-MS,physical,Liu J (2020),32807901,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
2721097,22863,54069,116531,119875,-,-,ATG14,MIS18A,ATG14L|BARKOR|KIAA0831,B28|C21orf45|C21orf46|FASP1|MIS18alpha|hMis18alpha,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
3156217,389118,22883,132983,116550,UNQ9392/PRO34300,RP11-558F24.5,CDHR4,CLSTN1,CDH29|PRO34300,ALC-ALPHA|CDHR12|CST-1|CSTN1|PIK3CD|XB31alpha|alcalpha1|alcalpha2,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.991847164,-,-,"BioPlex HCT HCT116 cells CompPASS score = 0.991847164, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3677938,6767,145165,112644,126889,RP3-408N23.5,-,ST13,ST13P4,AAG2|FAM10A1|FAM10A4|HIP|HOP|HSPABP|HSPABP1|P48|PRO0786|SNC6,FAM10A4|FAM10A4P,Cross-Linking-MS (XL-MS),physical,Wheat A (2021),34349018,9606,9606,High Throughput,-,-,-,"In vivo cross-linking-mass spectrometry (XL-MS) was carried out in HEK-293 cells using the cross-linking reagent Alkyne-A-DSBSO (Azide/Alkyne-tagged, acid-cleavable disuccinimidyl bissulfoxide). High confidence protein interactions were identified based on cross-linked peptides having an FDR < 1%.",-,BIOGRID
430643,11143,8359,116315,113955,-,-,KAT7,HIST1H4A,HBO1|HBOA|MYST2|ZC2HC7,H4FA,Biochemical Activity,physical,Miotto B (2010),20129055,9606,9606,Low Throughput,-,Acetylation,-,-,-,BIOGRID
480610,11143,8359,116315,113955,-,-,KAT7,HIST1H4A,HBO1|HBOA|MYST2|ZC2HC7,H4FA,Biochemical Activity,physical,Iizuka M (2009),19393168,9606,9606,Low Throughput,-,Acetylation,-,-,-,BIOGRID
503013,11143,8359,116315,113955,-,-,KAT7,HIST1H4A,HBO1|HBOA|MYST2|ZC2HC7,H4FA,Biochemical Activity,physical,Zong H (2005),15963510,9606,9606,Low Throughput,-,Acetylation,-,-,-,BIOGRID
1427448,8339,11143,113935,116315,-,-,HIST1H2BG,KAT7,H2B.1A|H2B/a|H2BFA|dJ221C16.8,HBO1|HBOA|MYST2|ZC2HC7,Proximity Label-MS,physical,Lambert JP (2015),25281560,9606,9606,High Throughput,-,-,-,BioID,-,BIOGRID
2208064,11143,8359,116315,113955,-,-,KAT7,HIST1H4A,HBO1|HBOA|MYST2|ZC2HC7,H4FA,Biochemical Activity,physical,Wright DG (2016),26625199,9606,9606,Low Throughput,-,Acetylation,-,-,-,BIOGRID
2551272,8359,554313,113955,299853,-,-,HIST1H4A,HIST2H4B,H4FA,H4/o,Affinity Capture-MS,physical,Gilmore JM (2016),27248496,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
2551287,8359,3017,113955,109270,-,-,HIST1H4A,HIST1H2BD,H4FA,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,Affinity Capture-MS,physical,Gilmore JM (2016),27248496,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
2551501,8359,11143,113955,116315,-,-,HIST1H4A,KAT7,H4FA,HBO1|HBOA|MYST2|ZC2HC7,Affinity Capture-MS,physical,Gilmore JM (2016),27248496,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
2595176,11143,8359,116315,113955,-,-,KAT7,HIST1H4A,HBO1|HBOA|MYST2|ZC2HC7,H4FA,Biochemical Activity,physical,Han J (2018),29382722,9606,9606,Low Throughput,-,Acetylation,-,-,-,BIOGRID
2631009,8359,3017,113955,109270,-,-,HIST1H4A,HIST1H2BD,H4FA,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,Affinity Capture-MS,physical,Nakamura K (2019),30804502,9606,9606,High Throughput,-,-,-,assayed using SILAC IP (stable isotope labeling by amino acids in cell culture-based quantitative immunoprecipitation),-,BIOGRID
2631819,8359,116028,113955,125466,-,-,HIST1H4A,RMI2,H4FA,BLAP18|C16orf75,Affinity Capture-MS,physical,Nakamura K (2019),30804502,9606,9606,High Throughput,-,-,-,assayed using SILAC IP (stable isotope labeling by amino acids in cell culture-based quantitative immunoprecipitation),-,BIOGRID
2632048,8359,11143,113955,116315,-,-,HIST1H4A,KAT7,H4FA,HBO1|HBOA|MYST2|ZC2HC7,Affinity Capture-MS,physical,Nakamura K (2019),30804502,9606,9606,High Throughput,-,-,-,assayed using SILAC IP (stable isotope labeling by amino acids in cell culture-based quantitative immunoprecipitation),-,BIOGRID
2787545,8359,3017,113955,109270,-,-,HIST1H4A,HIST1H2BD,H4FA,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,Proximity Label-MS,physical,Fasci D (2018),30021884,9606,9606,High Throughput,-,-,-,interaction identified using XL-MS (cross-linking mass spectrometry): unfractionated cells or TX100-insoluble fractions from cells were treated with cross-linker and cross-linked proteins were identified by mass-spectrometry; interaction is undirectional; therefore bait and prey/hit have been assigned arbitrarily; interactions with FDRs (false discovery rates) of 1% or less were reported; this interaction was not detected in a parallel experiment using TX100-soluble fractions,-,BIOGRID
2989928,8339,11143,113935,116315,-,-,HIST1H2BG,KAT7,H2B.1A|H2B/a|H2BFA|dJ221C16.8,HBO1|HBOA|MYST2|ZC2HC7,Proximity Label-MS,physical,Go CD (2021),34079125,9606,9606,High Throughput,33.33,-,-,BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.,-,BIOGRID
2990160,8339,554313,113935,299853,-,-,HIST1H2BG,HIST2H4B,H2B.1A|H2B/a|H2BFA|dJ221C16.8,H4/o,Proximity Label-MS,physical,Go CD (2021),34079125,9606,9606,High Throughput,3.79,-,-,BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.,-,BIOGRID
3120776,8294,3017,113899,109270,-,-,HIST1H4I,HIST1H2BD,H4/m|H4FM|H4M,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.999998831,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.999998831, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3676601,8347,8359,113943,113955,-,-,HIST1H2BC,HIST1H4A,H2B.1|H2B/l|H2BFL|dJ221C16.3,H4FA,Cross-Linking-MS (XL-MS),physical,Wheat A (2021),34349018,9606,9606,High Throughput,-,-,-,"In vivo cross-linking-mass spectrometry (XL-MS) was carried out in HEK-293 cells using the cross-linking reagent Alkyne-A-DSBSO (Azide/Alkyne-tagged, acid-cleavable disuccinimidyl bissulfoxide). High confidence protein interactions were identified based on cross-linked peptides having an FDR < 1%.",-,BIOGRID
3677751,8347,3017,113943,109270,-,-,HIST1H2BC,HIST1H2BD,H2B.1|H2B/l|H2BFL|dJ221C16.3,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,Cross-Linking-MS (XL-MS),physical,Wheat A (2021),34349018,9606,9606,High Throughput,-,-,-,"In vivo cross-linking-mass spectrometry (XL-MS) was carried out in HEK-293 cells using the cross-linking reagent Alkyne-A-DSBSO (Azide/Alkyne-tagged, acid-cleavable disuccinimidyl bissulfoxide). High confidence protein interactions were identified based on cross-linked peptides having an FDR < 1%.",-,BIOGRID
3679956,3017,8359,109270,113955,-,-,HIST1H2BD,HIST1H4A,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,H4FA,Cross-Linking-MS (XL-MS),physical,Wheat A (2021),34349018,9606,9606,High Throughput,-,-,-,"In vivo cross-linking-mass spectrometry (XL-MS) was carried out in HEK-293 cells using the cross-linking reagent Alkyne-A-DSBSO (Azide/Alkyne-tagged, acid-cleavable disuccinimidyl bissulfoxide). High confidence protein interactions were identified based on cross-linked peptides having an FDR < 1%.",-,BIOGRID
3682612,8347,3017,113943,109270,-,-,HIST1H2BC,HIST1H2BD,H2B.1|H2B/l|H2BFL|dJ221C16.3,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,Cross-Linking-MS (XL-MS),physical,Jiao F (2022),35235311,9606,9606,High Throughput,-,-,-,In vitro cross-linking-mass spectrometry (XL-MS) was carried out using HEK-293 cell lysates and the cross-linking reagent DSSO (disuccinimidyl sulfoxide). High confidence protein interactions were identified based on cross-linked peptides having an FDR =&lt; 0.3%.,-,BIOGRID
3682921,3017,8359,109270,113955,-,-,HIST1H2BD,HIST1H4A,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,H4FA,Cross-Linking-MS (XL-MS),physical,Jiao F (2022),35235311,9606,9606,High Throughput,-,-,-,In vitro cross-linking-mass spectrometry (XL-MS) was carried out using HEK-293 cell lysates and the cross-linking reagent DSSO (disuccinimidyl sulfoxide). High confidence protein interactions were identified based on cross-linked peptides having an FDR =&lt; 0.3%.,-,BIOGRID
3682923,8347,8359,113943,113955,-,-,HIST1H2BC,HIST1H4A,H2B.1|H2B/l|H2BFL|dJ221C16.3,H4FA,Cross-Linking-MS (XL-MS),physical,Jiao F (2022),35235311,9606,9606,High Throughput,-,-,-,In vitro cross-linking-mass spectrometry (XL-MS) was carried out using HEK-293 cell lysates and the cross-linking reagent DSSO (disuccinimidyl sulfoxide). High confidence protein interactions were identified based on cross-linked peptides having an FDR =&lt; 0.3%.,-,BIOGRID
3708055,3017,8359,109270,113955,-,-,HIST1H2BD,HIST1H4A,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,H4FA,Cross-Linking-MS (XL-MS),physical,Bartolec TK (2023),37071682,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
3708056,3017,8339,109270,113935,-,-,HIST1H2BD,HIST1H2BG,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,H2B.1A|H2B/a|H2BFA|dJ221C16.8,Cross-Linking-MS (XL-MS),physical,Bartolec TK (2023),37071682,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
3708207,8359,8339,113955,113935,-,-,HIST1H4A,HIST1H2BG,H4FA,H2B.1A|H2B/a|H2BFA|dJ221C16.8,Cross-Linking-MS (XL-MS),physical,Bartolec TK (2023),37071682,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
3721491,8359,3017,113955,109270,-,-,HIST1H4A,HIST1H2BD,H4FA,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,Cross-Linking-MS (XL-MS),physical,Gao H (2022),35575683,9606,9606,High Throughput,-,-,-,High confidence crosslinked peptides were identified with the FDR set to 0.01 at the peptide-spectrum matches (PSM) level and PSMs >= 2.|MS non-cleavable crosslinker of bis(succinimidyl) with propargyl tag (BSP),-,BIOGRID
3722046,3017,8359,109270,113955,-,-,HIST1H2BD,HIST1H4A,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,H4FA,Cross-Linking-MS (XL-MS),physical,Gao H (2022),35575683,9606,9606,High Throughput,-,-,-,High confidence crosslinked peptides were identified with the FDR set to 0.01 at the peptide-spectrum matches (PSM) level and PSMs >= 2.|MS non-cleavable crosslinker of bis(succinimidyl) with propargyl tag (BSP),-,BIOGRID
3729995,8347,8359,113943,113955,-,-,HIST1H2BC,HIST1H4A,H2B.1|H2B/l|H2BFL|dJ221C16.3,H4FA,Cross-Linking-MS (XL-MS),physical,Kaake RM (2014),25253489,9606,9606,High Throughput,-,-,-,In Vivo Azide-A-DSBSO Cross-linking of HEK 293 Cells,-,BIOGRID
3730034,8359,8347,113955,113943,-,-,HIST1H4A,HIST1H2BC,H4FA,H2B.1|H2B/l|H2BFL|dJ221C16.3,Cross-Linking-MS (XL-MS),physical,Kaake RM (2014),25253489,9606,9606,High Throughput,-,-,-,In Vivo Azide-A-DSBSO Cross-linking of HEK 293 Cells,-,BIOGRID
3744738,8294,3017,113899,109270,-,-,HIST1H4I,HIST1H2BD,H4/m|H4FM|H4M,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,Cross-Linking-MS (XL-MS),physical,Jiao F (2024),38334954,9606,9606,High Throughput,-,-,-,Basal subtype|DSBSO-based XL-MS to identify protein interactions in  breast cancer patient-derived xenograft (PDX) model.|High confidence protein interactions had an FDR of 1.8%.,-,BIOGRID
2737705,146705,246100,127002,128863,-,-,ENTHD2,CTAG1A,C17orf56,ESO1|LAGE2A,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2946282,8085,9757,113758,115104,-,-,KMT2D,KMT2B,AAD10|ALR|CAGL114|KABUK1|KMS|MLL2|MLL4|TNRC21,HRX2|MLL1B|MLL2|MLL4|TRX2|WBP-7|WBP7,Affinity Capture-MS,physical,Marcon E (2014),24981860,9606,9606,High Throughput,20.53822918,-,-,Affinity Capture MS carried out to identify high confidence protein interactions with a iHGSCore < 11,-,BIOGRID
2857297,23203,5188,116811,111211,RP11-413M3.1,HSPC199,PMPCA,GATB,Alpha-MPP|INPP5E|P-55,PET112|PET112L,Proximity Label-MS,physical,Antonicka H (2020),32877691,9606,9606,High Throughput,1.0,-,-,interaction assayed using BioID|interactions were considered high confidence if they had a Bayesian False Discovery Rate of 1% or less|the Saint Score for the interaction (or the maximum of any bait-prey combinations that had multiple scores) is shown,-,BIOGRID
3092538,801,9814,107252,115153,-,RP5-858B16.1,CALM1,SFI1,CALML2|CAMI|CPVT4|DD132|PHKD|caM,PISD|PPP1R139|hSfi1p,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.999877133,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.999877133, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
2745388,729233,122183,609637,125761,-,-,PRR20B,PRR20A,-,PRR20,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745391,729233,729246,609637,609649,-,-,PRR20B,PRR20D,-,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745392,729233,729240,609637,609643,-,-,PRR20B,PRR20C,-,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745398,122183,729246,125761,609649,-,-,PRR20A,PRR20D,PRR20,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745399,122183,729240,125761,609643,-,-,PRR20A,PRR20C,PRR20,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745750,729246,729240,609649,609643,-,-,PRR20D,PRR20C,-,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2860309,79736,54931,122850,120271,-,-,TEFM,TRMT10C,C17orf42,HNYA|MRPP1|RG9MTD1,Proximity Label-MS,physical,Antonicka H (2020),32877691,9606,9606,High Throughput,1.0,-,-,interaction assayed using BioID|interactions were considered high confidence if they had a Bayesian False Discovery Rate of 1% or less|the Saint Score for the interaction (or the maximum of any bait-prey combinations that had multiple scores) is shown,-,BIOGRID
3351050,221960,51622,128773,119643,-,CGI-43,CCZ1B,CCZ1,C7orf28B|H_NH0577018.2,C7orf28A|CCZ1A|H_DJ1163J12.2,Affinity Capture-MS,physical,Cho NH (2022),35271311,9606,9606,High Throughput,-,-,-,Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins,-,BIOGRID
3351050,221960,51622,128773,119643,-,CGI-43,CCZ1B,CCZ1,C7orf28B|H_NH0577018.2,C7orf28A|CCZ1A|H_DJ1163J12.2,Affinity Capture-MS,physical,Cho NH (2022),35271311,9606,9606,High Throughput,-,-,-,Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins,-,BIOGRID
744352,2108,2109,108409,108410,-,FP585,ETFA,ETFB,EMA|GA2|MADD,MADD,Co-fractionation,physical,Havugimana PC (2012),22939629,9606,9606,High Throughput,0.943,-,-,Denoised score >= 0.75,-,BIOGRID
1185823,2108,2109,108409,108410,-,FP585,ETFA,ETFB,EMA|GA2|MADD,MADD,Affinity Capture-MS,physical,Huttlin EL (2015),26186194,9606,9606,High Throughput,0.999785567,-,-,"BioPlex 1.0 HEK 293T cells CompPASS score = 0.999785567, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.",-,BIOGRID
1261890,2109,2108,108410,108409,FP585,-,ETFB,ETFA,MADD,EMA|GA2|MADD,Co-fractionation,physical,Wan C (2015),26344197,9606,9606,High Throughput,0.992943155,-,-,"Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.",-,BIOGRID
2219355,2108,2109,108409,108410,-,FP585,ETFA,ETFB,EMA|GA2|MADD,MADD,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.999999668,-,-,"BioPlex 2.0 HEK 293T cells CompPASS score = 0.999999668, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.",-,BIOGRID
2627188,2108,2109,108409,108410,-,FP585,ETFA,ETFB,EMA|GA2|MADD,MADD,Co-fractionation,physical,Moutaoufik MT (2019),31536960,9606,9606,High Throughput,1.484158446,-,-,Protein pairs with Sigma LLS score >= 1.45 derived from Ntera2 embryonic carcinoma stem cells (ECSC),-,BIOGRID
3035383,2108,2109,108409,108410,-,FP585,ETFA,ETFB,EMA|GA2|MADD,MADD,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.99999919,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.99999919, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3156933,2109,2108,108410,108409,FP585,-,ETFB,ETFA,MADD,EMA|GA2|MADD,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.999993525,-,-,"BioPlex HCT HCT116 cells CompPASS score = 0.999993525, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3438174,2108,2109,108409,108410,-,FP585,ETFA,ETFB,EMA|GA2|MADD,MADD,Co-fractionation,physical,Havugimana PC (2022),35831314,9606,9606,High Throughput,-,-,-,"High confidence interactions were identified as having an EPIC score >=0.625 in applicable cell lines (MCF7, MDA231 or MCF10A)|MCF10A cell line (score 0.873)|MCF7 cell line (score 0.845)|MDA231 cell line (score 0.707)",-,BIOGRID
3708056,3017,8339,109270,113935,-,-,HIST1H2BD,HIST1H2BG,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,H2B.1A|H2B/a|H2BFA|dJ221C16.8,Cross-Linking-MS (XL-MS),physical,Bartolec TK (2023),37071682,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
464571,6280,6279,112188,112187,-,-,S100A9,S100A8,60B8AG|CAGB|CFAG|CGLB|L1AG|LIAG|MAC387|MIF|MRP14|NIF|P14,60B8AG|CAGA|CFAG|CGLA|CP-10|L1Ag|MA387|MIF|MRP8|NIF|P8,Two-hybrid,physical,Bandyopadhyay S (2010),20936779,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
2211993,6279,6280,112187,112188,-,-,S100A8,S100A9,60B8AG|CAGA|CFAG|CGLA|CP-10|L1Ag|MA387|MIF|MRP8|NIF|P8,60B8AG|CAGB|CFAG|CGLB|L1AG|LIAG|MAC387|MIF|MRP14|NIF|P14,Reconstituted Complex,physical,Vogl T (2004),15331440,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID
2529057,10551,6139,115802,112059,UNQ515/PRO1030,-,AGR2,RPL17,AG2|GOB-4|HAG-2|HEL-S-116|PDIA17|XAG-2,L17|PD-1|RPL23,Proximity Label-MS,physical,Tiemann K (2018),30575818,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
2529156,10551,6139,115802,112059,UNQ515/PRO1030,-,AGR2,RPL17,AG2|GOB-4|HAG-2|HEL-S-116|PDIA17|XAG-2,L17|PD-1|RPL23,Affinity Capture-MS,physical,Tiemann K (2018),30575818,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
2881524,10551,6280,115802,112188,UNQ515/PRO1030,-,AGR2,S100A9,AG2|GOB-4|HAG-2|HEL-S-116|PDIA17|XAG-2,60B8AG|CAGB|CFAG|CGLB|L1AG|LIAG|MAC387|MIF|MRP14|NIF|P14,Affinity Capture-MS,physical,Worfolk JC (2019),31436131,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
2881528,10551,6279,115802,112187,UNQ515/PRO1030,-,AGR2,S100A8,AG2|GOB-4|HAG-2|HEL-S-116|PDIA17|XAG-2,60B8AG|CAGA|CFAG|CGLA|CP-10|L1Ag|MA387|MIF|MRP8|NIF|P8,Affinity Capture-MS,physical,Worfolk JC (2019),31436131,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
2942157,6279,6280,112187,112188,-,-,S100A8,S100A9,60B8AG|CAGA|CFAG|CGLA|CP-10|L1Ag|MA387|MIF|MRP8|NIF|P8,60B8AG|CAGB|CFAG|CGLB|L1AG|LIAG|MAC387|MIF|MRP14|NIF|P14,Affinity Capture-MS,physical,Marcon E (2014),24981860,9606,9606,High Throughput,67.29668467,-,-,Affinity Capture MS carried out to identify high confidence protein interactions with a iHGSCore < 11,-,BIOGRID
3194115,6150,6139,112070,112059,-,-,MRPL23,RPL17,L23MRP|RPL23|RPL23L,L17|PD-1|RPL23,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.88526375,-,-,"BioPlex HCT HCT116 cells CompPASS score = 0.88526375, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
